,Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
180,Portugal,2368.672136,2479.731321,2624.7426179999998,2767.720036,2940.75234,3173.310788,3327.716125,3601.5474090000002,3938.007635,4057.7739880000004,4610.253997,4936.848301,5340.804934000001,5937.1741409999995,5921.846426,5453.155504,5665.976525,5920.225203,6021.614369,6293.342302,6511.367048,6559.603351,6658.84317,6616.546056,6467.238496,6630.640111,6898.934283,7341.160295000001,7899.154784,8420.188639,8771.92762,9169.192716,9267.159781,9066.313494,9134.125285,9500.348837000001,9823.834262,10222.96148,10707.74758,11097.15537,11470.89792,11621.11519,11624.76812,11438.67936,11549.79944,11586.96254,11716.00896,11965.99661,11949.11464,11590.61176,11747.585490000001,11551.915340000001
186,Rwanda,224.96365780000002,208.91206,225.69670409999998,197.50318240000001,167.7636897,174.2025495,180.8826644,187.64535869999997,194.8154958,209.76688230000002,215.62679169999998,211.5782625,205.6257785,206.10485690000002,202.4491465,191.8603381,221.8799548,218.9231597,231.13132119999997,250.12765609999997,263.6974325,269.4882128,266.4200982,274.0605567,253.9171006,255.4341924,257.74220319999995,245.480292,245.9279731,240.13557709999998,234.8794625,236.9162772,267.0978606,264.643566,139.50097769999996,191.28382230000003,206.98305180000003,217.16874199999998,214.4013989,211.226038,214.2336989,222.93322940000002,246.0861869,245.10639959999997,257.7160008,275.1117623,291.0580268,304.5930038,328.65378419999996,338.7726933,352.5356203,370.5928566
192,St. Vincent and the Grenadines,1324.500088,1364.306609,1396.634394,1294.198441,1327.356598,1325.131556,1311.554232,1174.769802,1238.791051,1261.3645179999999,1382.425336,1408.201275,1752.451633,1540.512414,1389.04692,1269.463134,1386.428138,1411.1134240000001,1563.408005,1600.410293,1618.0301949999998,1702.528605,1769.892298,1833.74898,1927.6777539999998,2031.2241850000003,2151.702659,2234.5850219999998,2545.505189,2595.531524,2715.504887,2724.469521,2924.155455,2926.022069,2837.1483940000003,2865.622856,2905.04787,3292.818855,3465.5396130000004,3619.470299,3683.782769,3741.209407,3969.428837,4262.467501,4431.15991,4532.378171,4872.784507,5031.533538000001,5095.987207,4980.803252000001,4839.222302,4844.76687
198,Senegal,613.6279819,615.2538936000001,597.9334602000001,592.4252434,598.1338107999999,588.5281832000001,587.4463885,562.6931235000001,579.6719036000001,524.7764232,551.7765027,533.4486603999999,549.3282166,502.36263269999995,507.8078842,530.8279615,563.2717615,534.9344551,501.7805049,524.1676308,494.2061574,505.6858826,530.5448803999999,488.2285676,492.0441587,493.48746510000007,493.95691789999995,508.5687108,490.53413430000006,494.8902392,477.00341569999995,474.7715574,466.58300760000003,459.024336,446.09140379999997,457.3258796,454.43354810000005,456.88697609999997,471.9133211,489.42032209999996,492.28622520000005,501.4912848999999,491.4620661,510.2133638,525.8493055,540.5931403,539.4896428,550.6476376,555.9069869,552.5429026,560.2574434999999,559.9683029
202,Seychelles,1174.613911,1086.293366,1146.797912,1231.3482119999999,1271.965573,2485.941371,2475.7341,2427.807643,2548.7221670000004,2488.797035,2647.1739629999997,2997.725084,3116.777669,3326.796025,3302.000923,3342.100523,3815.440632,3519.059358,4197.804155,4793.067063,4531.964848,4113.189136999999,4026.872305,3923.0408729999995,4067.235286,4486.337327,4446.9200009999995,4610.494052,4824.361303,5322.881004999999,5645.4158130000005,5739.351472,6072.953579999999,6355.749608,6201.512968999999,6037.6518399999995,6242.2931659999995,6907.435651000001,7342.877917,7334.842047,7578.851053,7400.246821,7266.462762,6913.010245999999,6740.379744,7208.9682680000005,7721.541646,8419.715827,8151.71295,8162.196585,8787.766431,9279.112672
203,Sierra Leone,223.35278680000002,223.8331724,230.27518219999996,230.40106719999997,241.7558272,254.7680934,254.66619500000002,250.31870099999998,250.86570120000002,267.4141375,285.28757939999997,289.90515389999996,287.2639079,288.3967246,292.9143202,292.0612184,284.96009760000004,279.25625110000004,279.9821083,286.3686682,293.74284689999996,295.73064910000005,303.319169,290.5269625,295.4598754,272.84434389999996,268.70348060000003,279.88971580000003,253.1175182,249.65420330000003,254.7936682,259.8855892,211.3136796,216.00570499999998,213.51220350000003,197.2771487,207.15088980000002,171.790612,168.627476,152.06445449999998,153.4779677,174.5914239,212.5765491,221.2939321,227.25052110000001,234.04925919999997,242.8925156,251.4170171,259.0029069,261.3687038,268.3072782,278.2433791
204,Singapore,2251.394511,2478.23182,2409.277685,2558.07049,2506.762034,2782.514671,3009.796972,3303.977377,3689.6975439999997,4131.200684,4628.316527,5092.774074,5675.693832,6187.813013,6479.604853,6681.030483,7081.622775,7505.310995999999,8056.022423,8702.141773000001,9457.470948999999,9979.843179000001,10236.322329999999,10972.397570000001,11717.812609999999,11624.62962,11787.198129999999,12859.31989,13926.9542,14906.233390000001,15787.902559999999,16339.427909999999,16970.763769999998,18446.17393,19767.482819999997,20571.45946,21258.52785,22305.68363,21092.56352,22221.38452,23814.55661,22913.32124,23658.8657,25110.500330000003,27068.9741,28388.869660000004,29925.50494,31246.99685,30131.61718,28949.85732,32640.684419999998,33529.830519999996
210,South Africa,2203.729076,2217.8458379999997,2289.854448,2396.8033600000003,2526.477136,2689.992793,2748.8713329999996,2884.270811,2940.6622079999997,3013.973466,3104.0179789999997,3163.033507,3142.533834,3212.63632,3333.71864,3316.454761,3318.59184,3246.414281,3274.5196079999996,3324.7829850000003,3463.2471130000004,3561.259029,3459.7874920000004,3309.967643,3389.6416270000004,3262.743579,3180.686464,3167.455626,3222.6548399999997,3226.92477,3151.8386140000002,3056.094145,2929.027116,2903.199593,2933.724114,2960.422458,3019.966,3029.772513,2974.681189,2972.2034120000003,3019.946367,3039.70613,3108.043654,3159.2378519999997,3264.3173829999996,3397.720015,3548.09031,3704.084266,3795.9769060000003,3697.67368,3753.445365,3825.093781
212,Spain,3711.0992990000004,4112.064535,4479.949167,4866.994061,5074.680642,5333.775168,5661.985541,5835.4759460000005,6139.6310060000005,6620.92178,6830.718983,7069.462901000001,7576.684321,8093.053159,8465.777938,8421.513042,8600.806693999999,8740.224852,8747.250467,8673.583497,8808.824381999999,8726.872252,8788.552138,8901.977077,9023.888526,9199.6673,9470.171079000002,9970.859876,10455.793909999999,10939.13075,11335.552590000001,11597.70261,11666.91038,11510.72335,11753.38552,12049.25856,12311.9921,12754.63169,13278.0036,13836.7026,14413.788869999998,14774.894859999999,14957.322909999999,15165.92735,15408.16294,15700.52761,16074.461780000001,16351.11108,16251.836930000001,15523.003040000001,15418.82018,15428.32098
213,Sri Lanka,273.7066885,277.6427289,280.65275130000003,283.93677710000003,286.3426659,286.74291989999995,293.90853039999996,305.77635069999997,315.718246,332.8647475,338.43172369999996,338.0995754,332.23482010000004,349.43282739999995,357.5993993,373.5452959,379.784383,392.7139875,407.6658505,425.3184829,441.7877954,463.82238780000006,471.9380453,487.56621789999997,506.31943590000003,523.6118949,536.7616456999999,537.8201946,543.6152007000001,548.6445742000001,577.2392264,594.9802981,615.4917881,649.7576522999999,676.747999,704.3240993,723.114065,759.818766,786.3702892000001,808.4815709,854.9267252000001,855.3725803,883.4571768999999,923.6354395,960.7985946,1009.908869,1075.625538,1138.366839,1195.481085,1223.68571,1308.784019,1402.121673
214,Sudan,284.75714589999995,278.16387530000003,290.437345,275.5463548,266.04578829999997,277.35521800000004,261.08553190000003,258.456614,257.0750097,254.0252238,261.9359088,260.4032822,240.1000226,234.48316519999997,253.45870330000002,284.35641760000004,321.5971998,331.12610960000006,301.8373457,277.65897989999996,272.8540086,283.54555469999997,290.50225689999996,286.8792395,264.16766459999997,240.6068133,247.17100559999997,275.7309664,268.7166547,286.1745832,264.20469269999995,277.08646769999996,287.83000810000004,293.1974923,288.4693885,297.9165421,307.5115244,331.3842576,337.0008382,338.9298898,358.529201,371.776718,382.8049443,400.8953331,411.73053819999996,427.45344220000004,464.12887259999997,498.5701577,519.2826583000001,536.5690248,549.8570037000001,561.8427214
218,Sweden,11360.40555,11949.42691,12389.803,12976.57219,13758.58574,14150.45858,14309.50716,14678.04613,15126.81892,15773.38235,16570.99947,16612.83045,16942.91432,17584.86983,18094.6877,18483.04552,18610.807380000002,18248.803509999998,18514.4575,19183.50474,19470.05511,19407.38509,19627.70865,19973.87646,20808.10527,21228.6428,21785.289,22463.3491,22956.561840000002,23437.663780000003,23492.2496,23071.03438,22660.077080000003,22065.24441,22788.10617,23561.66995,23903.463219999998,24536.81457,25554.386290000002,26724.34561,27869.3776,28145.511739999998,28750.763839999996,29313.02109,30434.4529,31271.103580000003,32431.9404,33259.26285,32798.73425,30885.45914,32631.192710000003,33630.24604
224,Thailand,320.9065099,328.0574358,342.2936643,358.5940036,371.5916919,389.9389212,420.36683899999997,443.034554,464.90660549999996,480.88334330000004,520.2359481999999,530.0656291,537.1257574,575.7697319,585.4724147999999,598.9244741,638.898629,685.5305147,739.3134382999999,762.3074121000001,785.0234224,814.6210627,841.513292,871.6225587000001,904.4130073999999,928.6739695,961.4872544,1033.08454,1149.183997,1268.328818,1390.520211,1492.798578,1599.211652,1718.026934,1858.0039629999999,2011.825398,2109.05461,2057.066906,1819.176177,1877.305197,1943.237928,1962.2414370000001,2042.7982989999998,2164.301418,2277.562345,2359.6446140000003,2458.5174309999998,2562.7221600000003,2608.24726,2531.2337350000003,2712.508016,2699.123242
226,Togo,176.5698989,196.075133,201.6926215,209.4630428,235.196946,264.3531037,278.7622135,281.38160639999995,281.9804815,299.02320039999995,295.08141489999997,285.8062537,299.3439316,303.5507966,311.31359610000004,312.1196635,299.3670535,313.7232935,341.0290065,315.77898910000005,352.041067,329.94938080000003,307.49397819999996,280.6913417,285.9872459,291.7679809,286.8223185,279.2499462,288.9399264,292.4124014,284.42840970000003,276.2396666,260.05033419999995,216.5494299,243.66142050000002,256.1737988,270.64536769999995,299.54933969999996,282.85152660000006,280.4858181,270.0008761,258.4568888,249.74753130000002,256.0710824,255.66142940000003,252.9503503,257.4007154,257.57178999999996,258.0385955,261.0540398,265.9220492,273.10751339999996
230,Trinidad and Tobago,3342.312405,3744.3562020000004,3799.696742,3975.402189,4238.361138,4217.63507,4323.835112,4337.56426,4483.756700999999,4532.100725,4629.758629999999,4629.9758,4858.500092,4905.133537,5054.707437,5083.811663,5352.201709,5770.839064,6264.436656,6394.874533,6947.655718000001,7140.712181999999,7293.324481999999,6502.538808,6028.606869,5702.011088,5457.891165,5168.9924359999995,4937.161232,4869.144584000001,4911.863874000001,5007.588336,4887.098902000001,4778.1886939999995,4911.226715,5071.285557,5240.655855,5354.497819,5743.766192,5970.327241,6311.106551,6544.683827000001,7044.089736,8033.096122,8637.573301,9102.422018000001,10264.67428,10714.74422,10959.663709999999,10555.89147,10515.63403,10047.90319
232,Turkey,1582.568687,1560.209469,1606.04685,1708.960321,1759.622398,1767.92453,1922.7789420000001,1970.693868,2060.045727,2099.0870370000002,2120.9490379999997,2190.736343,2302.071239,2325.0482079999997,2401.526287,2518.194066,2722.419983,2755.914194,2738.352665,2662.814606,2540.3631579999997,2603.252664,2633.685309,2701.014169,2818.239598,2875.984715,3016.949404,3241.651655,3257.918275,3210.730137,3448.0014060000003,3413.644475,3525.163557,3731.731996,3499.091157,3713.622635,3923.8608950000003,4154.442935,4184.287831000001,3982.203914,4189.478062,3894.650922,4077.772373,4234.679177,4569.414208,4887.370377,5154.661097,5323.6829880000005,5288.416087,4968.579022999999,5356.000439,5741.410398
239,United Kingdom,10025.3494,10205.45454,10253.5937,10579.77809,11040.78967,11276.0365,11443.85302,11645.431540000001,12050.66964,12246.97375,13042.154540000001,13248.14066,13682.09848,14654.40265,14399.170090000001,14302.768109999999,14707.529719999999,15060.070280000002,15571.78611,15985.1579,15618.14742,15406.082180000001,15734.18065,16298.882769999998,16707.75076,17269.88771,17921.25699,18699.03581,19596.42538,19991.399690000002,20087.049740000002,19746.19063,19721.73864,20111.73115,20919.22294,21498.79017,22061.54938,22732.53847,23463.03804,24125.478909999998,25057.613530000002,25686.65028,26214.96735,27105.18271,27752.91158,28354.03958,28913.096289999998,29771.30335,29287.76042,27933.77767,28244.336939999997,28272.406610000002
240,United States,13723.237780000001,13808.064019999998,14426.75771,14846.32706,15490.73916,16277.37401,17136.34957,17374.536480000002,18027.61393,18405.71964,18228.92179,18622.33742,19441.37991,20394.987090000002,20104.54175,19868.265190000002,20746.79894,21491.820180000002,22461.785369999998,22914.55504,22630.52015,22978.98471,22310.23937,23105.52073,24554.40288,25338.555640000002,25965.88342,26549.87602,27388.618019999998,28098.400719999998,28298.44695,27849.880839999998,28401.465180000003,28834.55935,29655.069410000004,30050.98673,30827.9882,31831.46159,32847.351969999996,34053.355410000004,35081.92308,35116.21508,35427.909960000005,36021.314080000004,36931.39383,37718.00537,38349.39879,38710.88544,38208.76118,36539.22823,37329.61591,37691.027330000004
241,Uruguay,4182.118439,4231.300372,4113.191476,4071.375675,4123.413392,4121.472526,4203.508063,4009.7152149999997,4049.1264109999997,4255.510464,4331.945442,4308.067163000001,4246.461190999999,4257.1920789999995,4377.41303,4634.344765,4797.719535,4840.954429,5067.763979,5344.767453,5618.848079,5669.092307,5082.623703,4531.008006,4450.496128,4486.834721,4851.208549,5206.312868999999,5250.3335560000005,5274.0093990000005,5253.942903,5401.617021999999,5788.057622,5898.529062,6281.9363539999995,6146.711025,6465.206609000001,6973.3635890000005,7249.309765999999,7076.216877,6914.362581999999,6633.475168,6120.259436,6178.858603,6491.610552,6967.471275,7233.906191,7685.2245,8211.661782,8382.829016,9096.794459,9581.05659
246,Venezuela,5437.469231,5403.435893,5650.188735,5660.020136,6070.145076,6108.34843,5996.796963000001,5969.103021,6203.924656,6048.183075999999,6302.7131850000005,6184.439768,6054.3628340000005,6265.702311999999,6177.160631000001,6137.763275,6383.128957,6548.060577,6472.936688000001,6308.075224,5841.28064,5620.499655,5340.346924,4991.688754,4923.357322999999,4800.957486,4981.422963,5030.864859,5194.644417,4637.391973,4823.487126,5175.666615,5366.577735,5263.645046,5029.950336999999,5119.602561,5005.250067,5218.1540350000005,5132.015852,4733.817832,4818.70818,4890.92999,4377.382134,3966.499729,4610.489039,5000.076202,5401.421719,5777.628568,5984.144953,5700.884058,5528.363114,5671.912202
256,Zambia,547.44288,538.9474435,510.1450454,511.2092077,556.4789533,629.5715716,576.5401327999999,603.3051336,592.0737922999999,571.0319304999999,579.2675397999999,559.8288922,591.0475503,565.7433772,581.9826512,549.9357842999999,565.0341936000001,521.7859227,507.7980825,476.61480819999997,475.26737860000003,488.3178931,459.33811610000004,435.951991,420.8147785,414.38988870000003,404.6802627,403.05688680000003,415.84924900000004,399.98395330000005,387.292805,377.1755805,361.4832347,376.6755744,335.7071901,317.9384211,331.0225109,332.6409262,317.55869069999994,316.0358938,318.9268222,326.58879289999993,329.7351753,338.8847613,349.08547250000004,359.0712373,372.08367549999997,385.1228226,396.34438439999997,410.31626719999997,434.65980419999994,443.9206307
257,Zimbabwe,389.015773,400.33144889999994,392.93573369999996,403.90799580000004,386.48940739999995,392.39641689999996,385.6256623,404.5813315,399.3907779,434.5662803999999,515.236387,542.5294294,567.9035672,562.9935299,580.2234614,550.3385386,535.2072598,482.79952460000004,454.771817,454.1207147,501.2555977,543.0334085,535.8794833000001,523.1450476,493.3648308,507.833108,499.6531516,487.6665756,506.9892685,516.728512,536.9977134,551.9922021000001,490.4775035,485.10616739999995,519.4969303,510.7519156,553.8762918,559.5370889999999,567.4543121,556.3033687000001,534.7911515,539.662758,490.3868614,406.87856239999996,383.7076653,362.5763768,351.17204669999995,339.6548829,280.3085028,296.5486099,322.5569276,347.7456605
